price,area,type,road_width,width,floors,parking_slots,bedrooms,district_Quận Cầu Giấy,district_Quận Tây Hồ,district_Quận Đống Đa,district_Quận Ba Đình,district_Quận Hai Bà Trưng,district_Quận Thanh Xuân,district_Quận Nam Từ Liêm,district_Quận Hà Đông,district_Quận Long Biên,district_Quận Bắc Từ Liêm,district_Quận Hoàng Mai
3.7,42.0,0,3.0,3.6,4.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
3.2,35.0,0,3.0,3.5,5.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
5.6,50.0,0,4.5,4.0,5.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
5.65,45.0,0,3.0,3.5,5.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
7.5,40.0,0,6.0,3.5,4.0,2,4.0,0,0,1,0,0,0,0,0,0,0,0
36.0,75.0,1,20.0,4.7,6.0,4,3.0,0,0,0,0,0,0,1,0,0,0,0
24.0,100.0,1,10.0,6.0,2.0,4,2.0,0,0,0,1,0,0,0,0,0,0,0
1.37,123.0,0,3.0,7.3,3.0,1,3.0,0,0,0,0,0,1,0,0,0,0,0
5.8,55.0,1,3.0,4.0,6.0,1,10.0,0,0,0,0,0,1,0,0,0,0,0
4.7,46.0,0,3.0,3.5,6.0,1,11.0,0,0,0,0,0,1,0,0,0,0,0
5.0,45.0,0,2.0,4.0,6.0,0,10.0,0,0,0,0,0,1,0,0,0,0,0
13.0,45.0,1,35.0,4.4,4.0,1,5.0,1,0,0,0,0,0,0,0,0,0,0
4.15,44.0,0,3.0,4.0,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
4.5,46.0,0,3.0,4.0,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
4.65,42.0,0,3.0,4.3,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
7.19,65.0,0,9.0,4.0,4.0,1,5.0,0,0,0,0,0,1,0,0,0,0,0
8.2,60.0,0,3.0,4.0,5.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
11.0,82.0,1,20.0,4.0,5.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
4.4,30.0,0,5.0,5.5,5.0,1,3.0,0,0,0,0,0,0,0,1,0,0,0
32.3,86.0,1,10.0,7.5,9.0,1,10.0,1,0,0,0,0,0,0,0,0,0,0
9.8,67.0,0,2.5,4.0,7.0,0,11.0,0,0,0,0,0,1,0,0,0,0,0
4.35,46.0,0,2.5,4.0,6.0,0,11.0,0,0,0,0,0,1,0,0,0,0,0
4.5,42.0,0,2.5,3.5,5.0,0,9.0,0,0,0,0,0,0,0,1,0,0,0
26.0,160.0,1,3.0,8.0,10.0,1,11.0,0,0,0,0,0,1,0,0,0,0,0
8.5,63.0,1,2.5,6.0,6.0,0,11.0,0,0,0,0,0,1,0,0,0,0,0
5.0,50.0,0,3.0,3.5,6.0,1,11.0,0,0,0,0,0,1,0,0,0,0,0
8.5,70.0,0,4.0,3.8,6.0,1,11.0,0,0,0,0,0,1,0,0,0,0,0
6.7,85.0,1,7.0,4.0,3.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
5.3,48.0,0,2.5,4.0,5.0,0,4.0,0,0,0,1,0,0,0,0,0,0,0
3.2,38.0,0,2.5,4.0,4.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
4.1,32.0,1,7.0,4.0,5.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
2.5,54.0,0,2.5,3.0,3.0,0,2.0,0,0,0,0,0,0,0,0,1,0,0
2.9,56.0,1,2.5,4.0,3.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
22.0,100.0,1,6.5,6.5,3.0,0,2.0,0,0,0,0,0,0,0,0,1,0,0
6.0,60.0,0,2.0,4.4,5.0,0,6.0,0,1,0,0,0,0,0,0,0,0,0
4.1,35.0,0,4.5,3.8,4.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
2.6,37.0,0,2.5,3.4,4.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
3.55,36.0,0,2.5,3.8,5.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1
2.9,42.0,0,2.0,3.9,3.0,2,3.0,0,0,0,0,0,0,0,0,0,0,1
4.99,79.0,0,3.0,5.0,5.0,0,4.0,0,0,0,0,1,0,0,0,0,0,0
4.15,45.0,0,3.0,4.3,3.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
23.0,85.0,1,8.0,6.0,5.0,0,5.0,1,0,0,0,0,0,0,0,0,0,0
6.15,50.0,0,9.0,4.0,5.0,1,5.0,0,0,0,0,0,0,0,0,0,0,1
5.79,56.0,0,4.0,4.0,4.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1
19.49,75.0,1,15.0,15.0,5.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
5.1,50.0,0,3.0,5.0,5.0,0,5.0,0,0,0,0,0,0,0,0,1,0,0
34.0,150.0,0,15.0,9.0,9.0,0,9.0,0,0,1,0,0,0,0,0,0,0,0
6.95,40.0,1,12.0,4.5,4.0,1,3.0,0,0,0,0,0,0,0,1,0,0,0
9.3,65.0,1,12.0,4.0,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
27.0,90.0,1,5.0,5.0,9.0,0,10.0,0,0,0,0,0,0,0,1,0,0,0
7.9,40.0,0,6.0,8.0,3.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
6.0,50.0,0,10.0,5.0,6.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
2.4,30.0,0,3.0,4.6,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
5.0,43.0,0,2.0,4.6,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
2.7,46.0,0,3.0,10.2,2.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
4.15,45.0,0,3.0,4.3,3.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
3.8,48.0,0,3.0,5.0,3.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
2.6,30.0,0,2.0,2.8,4.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
4.1,50.0,0,3.0,4.45,3.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
9.2,140.0,0,6.0,8.6,1.0,1,3.0,0,0,0,0,0,1,0,0,0,0,0
4.7,42.0,0,3.0,4.0,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
3.7,43.0,0,3.0,6.0,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
4.99,79.0,0,3.0,5.0,5.0,0,4.0,0,0,0,0,1,0,0,0,0,0,0
3.75,49.0,0,2.5,4.5,3.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
3.95,68.0,0,6.0,4.5,3.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
3.98,68.0,0,6.5,4.5,3.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
5.0,43.0,0,1.0,4.6,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
10.8,60.0,1,5.0,4.09999990463257,4.0,2,3.0,0,0,0,0,0,0,0,0,0,0,1
7.85,48.0,0,3.0,4.0,6.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
12.49,50.0,1,8.0,5.0,6.0,1,6.0,0,0,0,0,0,0,0,0,0,0,1
5.3,59.0,1,15.0,3.3,3.0,0,2.0,0,0,0,0,0,0,0,0,1,0,0
9.8,83.0,0,2.0,6.0,3.0,0,4.0,0,0,0,0,1,0,0,0,0,0,0
27.6,75.0,1,20.0,8.0,5.0,2,8.0,0,0,1,0,0,0,0,0,0,0,0
5.75,45.0,0,4.0,3.2,4.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0
3.95,40.0,0,3.0,3.5,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
2.6,40.0,0,5.0,3.6,3.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
6.9,52.0,1,10.0,5.2,6.0,1,3.0,0,0,0,0,0,0,0,0,1,0,0
3.0,35.0,0,5.0,4.0,4.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
23.0,68.0,1,20.0,6.0,5.0,0,6.0,1,0,0,0,0,0,0,0,0,0,0
31.3,145.0,0,12.0,9.2,2.0,4,3.0,0,1,0,0,0,0,0,0,0,0,0
8.95,50.0,1,12.0,7.0,5.0,2,6.0,0,0,0,1,0,0,0,0,0,0,0
6.5,64.0,0,3.0,3.0,4.0,0,7.0,0,0,0,1,0,0,0,0,0,0,0
4.35,42.0,0,4.0,3.0,4.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
7.3,34.0,1,12.0,3.6,6.0,1,4.0,0,1,0,0,0,0,0,0,0,0,0
28.9,168.0,1,12.0,10.9,1.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0
18.1,80.0,1,16.0,5.0,4.0,2,4.0,0,1,0,0,0,0,0,0,0,0,0
11.45,60.0,1,12.0,6.6,6.0,2,6.0,0,0,1,0,0,0,0,0,0,0,0
18.7,76.0,1,16.0,5.2,3.0,2,3.0,0,0,0,1,0,0,0,0,0,0,0
12.9,60.0,1,12.0,10.0,3.0,2,4.0,0,0,0,1,0,0,0,0,0,0,0
9.9,68.0,0,8.0,7.0,5.0,2,6.0,0,0,0,1,0,0,0,0,0,0,0
23.75,91.0,0,8.0,9.0,6.0,1,11.0,0,0,0,1,0,0,0,0,0,0,0
4.2,38.0,0,2.0,5.5,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
4.2,40.0,0,3.0,4.5,4.0,0,3.0,0,0,0,0,0,0,1,0,0,0,0
2.35,30.0,1,3.0,2.8,3.0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
3.65,30.0,1,3.0,3.6,5.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
2.75,25.0,1,3.0,2.8,3.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
4.2,34.0,1,3.0,3.4,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
3.7,27.0,1,3.0,3.0,5.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
3.0,18.0,1,3.0,3.0,5.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
3.05,25.0,1,3.0,3.8,2.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0
2.57,24.0,1,3.0,2.9,5.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
2.66,26.0,1,3.0,3.0,2.0,0,2.0,0,1,0,0,0,0,0,0,0,0,0
3.65,25.0,1,4.0,4.3,5.0,0,3.0,1,0,0,0,0,0,0,0,0,0,0
6.45,40.0,1,8.0,4.0,4.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
16.5,119.0,1,20.0,6.0,5.0,4,5.0,0,0,0,0,0,0,0,1,0,0,0
4.95,35.0,0,4.0,3.0,5.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
8.55,42.0,1,12.0,3.6,6.0,2,8.0,0,0,0,1,0,0,0,0,0,0,0
25.9,150.0,1,12.0,6.2,6.0,2,11.0,0,1,0,0,0,0,0,0,0,0,0
11.85,52.0,1,12.0,4.3,2.0,1,2.0,0,0,0,1,0,0,0,0,0,0,0
22.4,103.0,1,12.0,10.0,3.0,1,6.0,0,1,0,0,0,0,0,0,0,0,0
1.75,110.0,0,8.0,5.2,4.0,2,6.0,0,1,0,0,0,0,0,0,0,0,0
15.2,72.0,0,12.0,7.0,7.0,2,9.0,0,1,0,0,0,0,0,0,0,0,0
0.6,93.0,0,6.0,4.5,1.0,1,2.0,0,0,0,1,0,0,0,0,0,0,0
7.85,48.0,1,12.0,3.2,5.0,1,6.0,0,0,0,1,0,0,0,0,0,0,0
0.78,48.0,1,16.0,4.8,4.0,3,4.0,0,1,0,0,0,0,0,0,0,0,0
17.9,59.0,1,16.0,4.4,2.0,2,2.0,0,0,0,0,1,0,0,0,0,0,0
11.75,69.0,1,16.0,3.4,3.0,3,3.0,0,0,0,1,0,0,0,0,0,0,0
11.9,80.0,0,8.0,4.0,5.0,1,8.0,0,0,0,1,0,0,0,0,0,0,0
13.95,50.0,0,8.0,4.5,5.0,1,6.0,0,0,1,0,0,0,0,0,0,0,0
17.8,72.0,0,6.0,9.0,6.0,1,6.0,0,1,0,0,0,0,0,0,0,0,0
23.9,98.0,1,8.0,6.5,4.0,2,3.0,0,0,0,1,0,0,0,0,0,0,0
18.8,96.0,1,12.0,6.0,5.0,2,7.0,0,1,0,0,0,0,0,0,0,0,0
6.8,45.0,0,3.0,4.7,5.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
13.7,140.0,1,30.0,5.5,4.0,2,3.0,0,0,0,0,0,0,0,1,0,0,0
17.9,81.0,1,16.0,5.6,2.0,2,2.0,0,1,0,0,0,0,0,0,0,0,0
9.75,42.0,0,12.0,3.8,5.0,1,5.0,0,1,0,0,0,0,0,0,0,0,0
9.95,36.0,0,10.0,3.6,4.0,2,4.0,0,1,0,0,0,0,0,0,0,0,0
13.1,80.0,0,8.0,4.2,4.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
16.7,144.0,0,8.0,7.5,4.0,1,6.0,0,0,1,0,0,0,0,0,0,0,0
13.55,35.0,1,16.0,5.2,4.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
2.77,155.0,0,12.0,7.3,7.0,2,11.0,0,1,0,0,0,0,0,0,0,0,0
2.23,112.0,0,10.0,6.8,6.0,2,6.0,0,0,1,0,0,0,0,0,0,0,0
9.45,57.0,0,8.0,4.5,4.0,1,4.0,0,1,0,0,0,0,0,0,0,0,0
14.95,70.0,1,12.0,4.5,7.0,1,6.0,0,1,0,0,0,0,0,0,0,0,0
1.08,75.0,1,8.0,5.2,4.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
21.5,75.0,0,5.0,4.0,5.0,4,6.0,0,0,0,1,0,0,0,0,0,0,0
13.0,62.0,1,8.0,4.5,6.0,4,4.0,0,0,0,0,0,0,0,0,0,0,1
7.5,40.0,1,6.0,7.0,3.0,4,3.0,0,0,0,0,0,0,0,0,0,0,1
5.8,35.0,0,4.0,4.3,6.0,1,5.0,0,1,0,0,0,0,0,0,0,0,0
3.7,40.0,0,3.5,6.0,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
2.9,42.0,0,2.0,3.9,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
4.65,45.0,0,3.0,4.0,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
1.96,119.0,1,20.0,6.0,5.0,4,5.0,0,0,0,0,0,0,0,1,0,0,0
9.8,65.0,1,12.0,5.0,4.0,1,4.0,0,0,0,0,0,0,1,0,0,0,0
10.8,52.0,1,15.0,8.8,2.0,1,2.0,0,0,0,0,0,0,0,1,0,0,0
7.6,40.0,1,10.0,4.0,4.0,4,4.0,0,0,0,0,0,0,0,1,0,0,0
49.68,200.0,1,30.0,6.0,5.0,4,6.0,0,0,0,0,1,0,0,0,0,0,0
20.4,120.0,0,8.0,5.7,4.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
2.25,25.0,0,4.0,4.0,4.0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
5.6,48.0,0,3.0,3.4,5.0,1,4.0,1,0,0,0,0,0,0,0,0,0,0
4.8,36.0,0,3.0,4.0,5.0,0,3.0,1,0,0,0,0,0,0,0,0,0,0
5.6,37.0,1,5.0,3.5,3.0,0,2.0,0,0,0,0,0,0,0,1,0,0,0
13.0,45.0,1,3.0,4.5,7.0,0,3.0,1,0,0,0,0,0,0,0,0,0,0
9.6,50.0,0,10.0,4.0,4.0,4,4.0,0,0,1,0,0,0,0,0,0,0,0
19.0,70.0,1,15.0,4.2,5.0,4,5.0,0,0,1,0,0,0,0,0,0,0,0
10.8,65.0,0,9.0,4.2,4.0,4,4.0,0,0,0,0,0,1,0,0,0,0,0
3.8,35.0,0,4.0,4.5,5.0,0,4.0,0,0,0,0,0,0,1,0,0,0,0
3.31,30.0,1,8.0,4.5,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
3.45,32.0,0,8.0,4.0,5.0,0,4.0,0,0,0,0,0,0,0,0,0,1,0
11.0,43.0,1,30.0,5.0,3.0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
34.0,105.0,1,20.0,5.5,8.0,4,11.0,0,0,0,0,0,1,0,0,0,0,0
16.9,63.0,0,5.0,4.8,5.0,4,6.0,1,0,0,0,0,0,0,0,0,0,0
22.5,68.0,1,30.0,4.5,4.0,4,3.0,0,0,0,0,0,1,0,0,0,0,0
11.9,52.0,0,9.0,4.3,4.0,4,5.0,0,0,1,0,0,0,0,0,0,0,0
4.03,25.0,0,3.0,3.5,5.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
5.8,58.0,0,3.0,3.6,3.0,0,4.0,0,0,0,0,0,0,1,0,0,0,0
3.8,40.0,0,2.0,8.0,3.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
4.5,40.0,1,3.0,4.0,5.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
4.85,40.0,0,3.0,9.0,5.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
3.5,35.0,0,12.0,4.0,5.0,1,4.0,0,0,0,0,0,0,0,0,0,1,0
4.5,34.0,0,3.0,4.0,5.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
23.0,50.0,1,6.0,4.8,5.0,0,4.0,0,1,0,0,0,0,0,0,0,0,0
9.7,52.0,1,3.0,4.0,6.0,0,10.0,0,0,0,0,0,1,0,0,0,0,0
3.2,32.0,0,3.0,3.2,3.0,0,2.0,0,0,0,0,0,1,0,0,0,0,0
6.0,50.0,1,3.0,5.0,5.0,1,10.0,0,0,1,0,0,0,0,0,0,0,0
26.5,130.0,0,10.0,9.0,5.0,3,6.0,0,1,0,0,0,0,0,0,0,0,0
9.8,40.0,0,6.0,4.0,5.0,0,7.0,0,0,0,0,0,0,0,1,0,0,0
3.0,31.0,0,3.0,3.8,4.0,0,3.0,0,0,0,0,0,1,0,0,0,0,0
3.2,33.0,0,3.0,4.0,5.0,1,3.0,0,0,0,0,0,1,0,0,0,0,0
3.1,31.0,0,3.0,3.5,5.0,1,3.0,0,0,0,0,0,1,0,0,0,0,0
5.6,45.0,0,4.0,4.0,5.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
5.95,62.0,0,3.0,4.0,4.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
8.6,40.0,0,4.0,5.5,5.0,1,5.0,1,0,0,0,0,0,0,0,0,0,0
5.98,75.0,0,4.0,7.0,2.0,0,2.0,0,0,0,1,0,0,0,0,0,0,0
4.45,30.0,0,2.0,3.5,5.0,0,3.0,0,1,0,0,0,0,0,0,0,0,0
5.25,32.0,0,2.0,3.8,5.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
8.2,50.0,0,8.0,4.0,5.0,0,5.0,1,0,0,0,0,0,0,0,0,0,0
6.65,35.0,0,3.5,3.5,6.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
7.5,40.0,1,15.0,4.5,5.0,4,5.0,0,0,0,0,0,0,0,1,0,0,0
5.5,40.0,0,6.0,3.0,5.0,1,5.0,0,0,0,0,0,0,0,0,0,0,1
6.89,50.0,0,4.0,5.0,5.0,0,9.0,0,0,0,0,0,1,0,0,0,0,0
3.9,30.0,0,2.0,3.5,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
3.9,30.0,0,2.0,3.5,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
10.5,60.0,0,5.0,5.2,6.0,0,7.0,0,0,0,0,0,1,0,0,0,0,0
22.5,65.0,1,20.0,5.0,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
3.9,32.0,0,3.0,4.2,5.0,0,3.0,1,0,0,0,0,0,0,0,0,0,0
3.55,30.0,0,3.0,3.7,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
4.6,35.0,0,4.0,5.2,5.0,4,3.0,0,0,0,0,0,0,0,0,0,0,1
6.8,70.0,0,3.0,4.0,4.0,4,3.0,0,0,0,0,0,0,0,0,0,0,1
7.5,73.0,0,4.0,4.0,5.0,4,4.0,0,0,0,0,0,0,0,0,0,0,1
6.6,52.0,1,10.0,4.5,6.0,1,8.0,0,0,0,0,0,0,0,1,0,0,0
8.5,45.0,1,20.0,4.5,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
3.5,51.0,1,5.0,5.0,5.0,0,3.0,0,0,0,0,0,0,0,0,1,0,0
5.35,39.0,0,2.5,3.6,5.0,0,6.0,0,1,0,0,0,0,0,0,0,0,0
6.5,48.0,0,3.0,3.8,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
12.6,55.0,0,6.0,4.5,5.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
6.0,42.0,0,2.5,3.6,5.0,0,4.0,1,0,0,0,0,0,0,0,0,0,0
6.0,115.0,0,5.0,8.0,1.0,0,2.0,1,0,0,0,0,0,0,0,0,0,0
17.0,78.0,1,20.0,7.0,5.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
3.9,30.0,0,2.0,3.5,5.0,0,3.0,0,0,0,0,0,0,0,1,0,0,0
21.3,90.0,1,15.0,4.1,3.0,4,3.0,0,0,0,1,0,0,0,0,0,0,0
23.0,48.0,1,20.0,5.0,5.0,1,4.0,0,1,0,0,0,0,0,0,0,0,0
3.38,48.0,0,3.0,3.4,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
3.65,31.0,0,2.0,3.3,5.0,0,8.0,0,0,0,0,0,0,0,0,0,0,1
9.0,180.0,0,3.0,8.0,2.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1
10.0,66.0,0,5.0,5.0,7.0,4,6.0,0,0,0,0,0,0,0,0,0,0,1
13.99,80.0,0,7.0,5.0,5.0,4,4.0,0,0,0,0,1,0,0,0,0,0,0
9.1,58.0,0,3.0,4.0,5.0,0,11.0,0,0,0,0,0,0,0,0,0,0,1
5.75,33.0,1,5.0,3.1,3.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
3.5,26.0,0,3.0,3.5,4.0,0,3.0,0,0,0,1,0,0,0,0,0,0,0
13.99,63.0,1,10.0,4.5,5.0,1,5.0,0,0,0,0,1,0,0,0,0,0,0
24.79,72.0,1,30.0,4.5,8.0,2,7.0,0,0,1,0,0,0,0,0,0,0,0
2.75,28.0,1,3.0,3.6,4.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
2.4,34.0,1,3.0,3.6,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
3.5,39.0,1,3.0,3.0,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
2.9,31.0,0,3.0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1
2.9,30.0,0,2.0,3.6,3.0,0,2.0,0,0,0,0,1,0,0,0,0,0,0
2.75,32.0,0,3.0,5.0,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
2.95,32.0,0,3.0,7.0,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
4.65,42.0,0,3.0,3.5,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
5.75,41.0,1,6.0,4.0,4.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
15.8,73.0,0,5.0,5.0,2.0,4,4.0,0,0,0,0,0,0,0,0,0,0,1
4.5,45.0,0,2.5,8.7,4.0,0,5.0,0,0,0,0,1,0,0,0,0,0,0
28.8,104.0,1,30.0,4.6,4.0,2,5.0,0,0,1,0,0,0,0,0,0,0,0
2.5,20.0,1,3.0,4.6,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
4.3,36.0,1,3.0,4.3,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
8.8,43.0,1,3.0,4.7,6.0,0,5.0,0,0,1,0,0,0,0,0,0,0,0
7.49,35.0,0,6.0,3.8,4.0,1,4.0,0,0,1,0,0,0,0,0,0,0,0
12.59,68.0,1,10.0,4.5,5.0,1,5.0,0,0,1,0,0,0,0,0,0,0,0
4.45,40.0,0,5.0,4.0,5.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
20.79,62.0,1,10.0,4.5,7.0,1,7.0,0,0,1,0,0,0,0,0,0,0,0
2.0,31.0,1,3.0,3.5,5.0,0,3.0,0,0,0,0,1,0,0,0,0,0,0
21.0,85.0,1,8.0,5.0,6.0,0,8.0,0,0,0,0,0,1,0,0,0,0,0
21.0,55.0,1,8.0,4.0,6.0,0,6.0,0,0,0,1,0,0,0,0,0,0,0
18.5,75.0,1,30.0,4.0,5.0,4,6.0,0,0,0,0,1,0,0,0,0,0,0
4.5,45.0,0,5.0,5.0,5.0,1,4.0,0,0,0,0,0,1,0,0,0,0,0
6.6,37.0,1,10.0,4.0,5.0,0,4.0,0,0,0,0,0,0,0,1,0,0,0
10.0,38.0,0,5.0,14.0,3.0,1,3.0,0,0,1,0,0,0,0,0,0,0,0
4.7,44.0,0,3.0,4.2,4.0,0,4.0,0,0,1,0,0,0,0,0,0,0,0
6.5,58.0,0,5.0,7.0,4.0,0,6.0,0,0,1,0,0,0,0,0,0,0,0
13.5,45.0,1,15.0,3.6,5.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
16.5,84.0,0,5.0,4.0,5.0,0,6.0,1,0,0,0,0,0,0,0,0,0,0
9.2,71.0,0,4.0,4.0,5.0,1,3.0,0,0,1,0,0,0,0,0,0,0,0
2.2,21.0,0,3.0,3.0,4.0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
4.0,30.0,0,3.0,3.4,5.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
2.3,23.0,0,3.0,3.0,4.0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
8.5,50.0,0,6.0,3.4,1.0,2,1.0,1,0,0,0,0,0,0,0,0,0,0
15.0,46.0,1,8.0,4.1,6.0,0,6.0,0,0,1,0,0,0,0,0,0,0,0
41.0,93.0,0,20.0,10.5,4.0,1,5.0,0,0,1,0,0,0,0,0,0,0,0
4.98,42.0,0,5.0,3.9,5.0,2,4.0,0,0,0,0,0,0,0,0,0,0,1
3.6,34.0,0,3.0,3.4,4.0,0,4.0,0,0,0,0,1,0,0,0,0,0,0
5.8,35.0,1,8.0,3.4,4.0,0,4.0,0,0,0,0,0,0,0,0,0,0,1
2.4,25.0,0,3.0,5.0,4.0,0,2.0,0,0,1,0,0,0,0,0,0,0,0
2.35,26.0,0,2.0,3.8,4.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1
3.7,37.0,0,2.0,4.0,4.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
3.7,43.0,0,3.0,6.0,3.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1
4.25,40.0,0,5.0,3.6,5.0,1,3.0,0,0,0,0,0,0,0,0,0,0,1
2.5,40.0,0,2.5,3.0,4.0,0,5.0,0,0,0,0,0,1,0,0,0,0,0
2.7,32.0,0,2.5,5.0,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
2.3,30.0,0,2.0,4.0,5.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
4.8,37.0,0,3.0,3.2,4.0,0,4.0,0,0,0,0,0,1,0,0,0,0,0
3.38,48.0,0,2.5,3.4,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
6.7,57.0,0,3.0,4.0,4.0,0,11.0,0,0,1,0,0,0,0,0,0,0,0
3.8,48.0,0,3.0,4.5,3.0,0,3.0,0,0,1,0,0,0,0,0,0,0,0
2.9,42.0,0,2.0,3.9,3.0,0,3.0,0,0,0,0,0,0,0,0,0,0,1
35.0,80.0,1,30.0,5.0,9.0,0,9.0,1,0,0,0,0,0,0,0,0,0,0
